Year,Age,Female Deaths,Male Deaths,Female Exposure,Male Exposure
1841,0,32800,41525,241057.19,245435.36
1841,1,13295,14014,223158.39,221712.36
1841,2,7519,7531,206533.29,203671.62
1841,3,4891,5038,196321.12,193357.43
1841,4,3548,3627,192225.78,190001.21
1841,5,2714.74,2768.2,194368.84,193864.31
1841,6,2108.29,2178.21,193963.1,194310.81
1841,7,1629.32,1705.21,189649.88,189781.28
1841,8,1277.84,1349.2,186284.03,186206.64
1841,9,1053.82,1110.19,182580.64,183508.63
1841,10,943.46,975.58,177919.61,181268.59
1841,11,891.48,895.02,174327.55,178917.88
1841,12,884.05,855.94,171814.4,176263.84
1841,13,921.17,858.31,168880.57,173204.4
1841,14,1002.85,902.15,166758.59,168918.22
1841,15,1118.37,979.41,166112.9,163445.28
1841,16,1224.84,1057.96,164197.84,158829.72
1841,17,1311.56,1129.76,161184.95,155858.4
1841,18,1378.52,1194.79,158845.3,153526.47
1841,19,1425.73,1253.08,160386.73,151729.71
1841,20,1454.39,1302.54,166479.86,150199.81
1841,21,1469.37,1334.97,168224.18,147797.38
1841,22,1471.88,1348.29,164905.91,144729.22
1841,23,1461.91,1342.53,161061.58,141207.08
1841,24,1439.46,1317.66,154200.29,136136.45
1841,25,1406.98,1277.57,144411.68,129957.73
1841,26,1374.19,1237.81,137161.32,124915.2
1841,27,1343.53,1202.22,133430.17,121540.12
1841,28,1315.01,1170.83,130480.34,118928.04
1841,29,1288.61,1143.63,128123.36,117490.55
1841,30,1264.35,1120.63,126030.5,117101.46
1841,31,1242.21,1101.82,123642.1,115835.99
1841,32,1222.2,1087.19,120649.71,113220.03
1841,33,1204.33,1076.76,116989.61,109980.43
1841,34,1188.59,1070.53,110116.34,104118.15
1841,35,1174.56,1067.86,99735.38,95474.15
1841,36,1160.63,1066.25,92526.03,89364.14
1841,37,1146.38,1065.06,89621.03,86751.65
1841,38,1131.83,1064.29,87501.48,84889.96
1841,39,1116.96,1063.95,88151.3,85419.19
1841,40,1101.77,1064.04,91928.61,88590.05
1841,41,1086.26,1064.55,93155.52,89571.55
1841,42,1070.45,1065.49,90879.82,87541.75
1841,43,1054.31,1066.86,87810,84729.14
1841,44,1037.86,1068.66,81940.44,79122.84
1841,45,1021.77,1071.01,73247.05,70660.67
1841,46,1008.69,1074.48,66944.95,64547.76
1841,47,999.29,1079.21,64358.71,62086.86
1841,48,993.58,1085.2,62820.95,60595.97
1841,49,991.55,1092.43,63326.76,60734.35
1841,50,993.19,1100.92,66220.95,62707.89
1841,51,998.53,1110.68,67421.36,63358.84
1841,52,1007.54,1121.68,65902.07,61848.94
1841,53,1020.24,1133.94,63741.72,59739.24
1841,54,1036.62,1147.45,58175.17,54508.41
1841,55,1056.47,1162.26,48558.71,45557.76
1841,56,1078.97,1178.51,42273.44,39659.9
1841,57,1103.92,1196.25,40628.89,38032.77
1841,58,1131.29,1215.46,39469.54,36856.08
1841,59,1161.11,1236.17,40919.44,37924.68
1841,60,1193.37,1258.36,45704.37,41849.07
1841,61,1228.07,1282.02,47786.67,43434.93
1841,62,1265.21,1307.19,46216.39,41860.33
1841,63,1304.79,1333.83,44420.52,40072.7
1841,64,1346.8,1361.94,40483.92,36286.72
1841,65,1390.08,1390.59,33872.65,30006.78
1841,66,1429.96,1415.96,29492.86,25828.81
1841,67,1465.24,1437.1,28044.61,24400.27
1841,68,1495.95,1453.99,26693.51,23061.56
1841,69,1522.07,1466.64,26051.4,22509.41
1841,70,1543.6,1475.06,26311.76,22947.99
1841,71,1560.56,1479.24,25726.37,22457.65
1841,72,1572.92,1479.19,24098.69,20837.15
1841,73,1580.71,1474.88,22481.22,19241.37
1841,74,1583.9,1466.36,20099.32,17180.26
1841,75,1581.39,1452.7,16742.24,14521.14
1841,76,1568.6,1430.37,14344.77,12514.76
1841,77,1544.43,1398.46,13073.42,11252.84
1841,78,1508.85,1356.99,11784.12,9991.66
1841,79,1461.88,1305.97,11617.32,9543.34
1841,80,1403.5,1245.36,11371.48,9070.33
1841,81,1333.73,1175.2,9888.67,7786.58
1841,82,1252.57,1095.46,8463.9,6594.64
1841,83,1160.01,1006.17,7208.98,5509.99
1841,84,1056.05,907.3,6046.92,4502.97
1841,85,906.9,732.78,4924.95,3617.62
1841,86,805.55,641.85,4060.57,2944.45
1841,87,716.97,551.33,3361.83,2353.78
1841,88,619.87,459.01,2709.53,1826.59
1841,89,525.49,378.27,2146.01,1405.2
1841,90,438.08,305.95,1675.45,1062.63
1841,91,358.88,242.7,1288.37,789.3
1841,92,288.7,188.66,975.41,575.41
1841,93,227.9,143.65,726.73,411.56
1841,94,176.43,107.04,532.3,288.49
1841,95,133.84,78.02,383.11,198.04
1841,96,99.46,55.61,270.89,133.15
1841,97,72.34,38.73,188,87.59
1841,98,51.49,26.35,127.89,56.2
1841,99,35.84,17.52,85.23,35.27
1841,100,24.4,11.36,55.58,21.59
1841,101,16.24,7.2,35.43,12.72
1841,102,10.56,4.46,22.21,7.18
1841,103,6.71,2.69,13.44,3.9
1841,104,4.17,1.59,7.76,1.76
1841,105,2.53,0.91,4.39,0.53
1841,106,1.5,0.3,2.21,0.05
1841,107,0.87,0,0.97,0
1841,108,0.28,0,0.2,0
1841,109,0,0,0,0
1841,110+,0,0,0,0
1842,0,34685,44115,233582.41,239745.69
1842,1,13969,14771,221598.07,221800.34
1842,2,7509,7592,213306.51,211745.05
1842,3,4798,4859,200743.9,198157.59
1842,4,3474,3426,192565.29,189884.99
1842,5,2644.81,2601.79,189583.46,187661.74
1842,6,2051.92,2059.56,192162.87,191797.98
1842,7,1585.21,1625.66,192003.33,192150.27
1842,8,1244.69,1300.11,188113.67,188033.87
1842,9,1030.37,1082.89,185069.79,184785.89
1842,10,928.2,962.02,181547.34,182285.16
1842,11,882.03,889.63,177247.31,180124.63
1842,12,877.84,853.72,174394.65,177832.24
1842,13,915.6,854.29,171843.03,175193.18
1842,14,995.33,891.34,168808.41,172092.55
1842,15,1106.99,958.23,166531.45,167724.75
1842,16,1210.44,1028.34,165565.14,162200.85
1842,17,1295.65,1095.03,163367.68,157606.12
1842,18,1362.61,1158.29,160321.89,154621.23
1842,19,1411.31,1218.11,157941.13,152251.59
1842,20,1442.74,1271.52,159394.69,150350.95
1842,21,1460.69,1306.49,164860.63,148629.09
1842,22,1466.12,1320.03,165812.57,146096.22
1842,23,1459.03,1312.14,162538.59,143054.59
1842,24,1439.41,1282.82,158672.62,139507.04
1842,25,1409.68,1236.6,151819.98,134441.23
1842,26,1379.38,1191.63,142273.02,128390.86
1842,27,1350.93,1152.45,135277.96,123502.55
1842,28,1324.31,1119.03,131617.23,120196.36
1842,29,1299.52,1091.4,128731.04,117645.34
1842,30,1276.58,1069.55,126419.09,116253.12
1842,31,1255.47,1053.48,124363.94,115826.6
1842,32,1236.2,1043.2,122018.08,114506.87
1842,33,1218.76,1038.69,119028.19,111884.7
1842,34,1203.16,1039.96,115364.43,108629.66
1842,35,1189.02,1045.92,108485.61,102750.92
1842,36,1174.88,1052.15,98373.19,94301.16
1842,37,1160.37,1057.54,91512.76,88466.69
1842,38,1145.48,1062.11,88654.01,85884.39
1842,39,1130.22,1065.86,86572.71,84044.69
1842,40,1114.58,1068.77,87250.4,84588.88
1842,41,1098.57,1070.85,90823.1,87556.81
1842,42,1082.18,1072.12,91824.85,88298.89
1842,43,1065.41,1072.55,89549.82,86251.49
1842,44,1048.28,1072.15,86464.24,83405.42
1842,45,1031.46,1071.3,80545.66,77736.3
1842,46,1017.71,1071.44,71965.21,69361.94
1842,47,1007.73,1072.95,65910.89,63450.88
1842,48,1001.52,1075.84,63404.89,61054.5
1842,49,999.07,1080.1,61889.61,59575.48
1842,50,1000.39,1085.73,62430.02,59738.29
1842,51,1005.49,1092.73,65266.81,61651.31
1842,52,1014.34,1101.11,66406.92,62186.96
1842,53,1026.96,1110.84,64830.99,60628.39
1842,54,1043.35,1121.96,62637.3,58494.47
1842,55,1063.46,1134.69,56995.97,53204.66
1842,56,1087.16,1150.04,47571.94,44428.79
1842,57,1114.38,1168.25,41649.09,38830.64
1842,58,1145.14,1189.31,40001.56,37214.33
1842,59,1179.45,1213.25,38796.61,36008.83
1842,60,1217.28,1240.05,40212.88,37057.29
1842,61,1258.64,1269.71,44712.9,40745.6
1842,62,1303.55,1302.23,46427.12,42016.11
1842,63,1351.99,1337.61,44793.68,40400.46
1842,64,1403.95,1375.86,42947.38,38583.96
1842,65,1457.66,1415.53,38950.7,34760.04
1842,66,1505.92,1450.91,32479.94,28624.77
1842,67,1546.91,1480.56,28341.9,24664.41
1842,68,1580.64,1504.49,26847.75,23209.9
1842,69,1607.12,1522.68,25444.06,21838.67
1842,70,1626.34,1535.15,24759.03,21261.67
1842,71,1638.3,1541.88,24903.16,21589.77
1842,72,1643.01,1542.89,24193.33,20968.68
1842,73,1640.46,1538.18,22543.47,19347.7
1842,74,1630.65,1527.73,20913.59,17758.7
1842,75,1613.22,1510.9,18533.43,15714.46
1842,76,1586.73,1485.07,15277.66,13135.11
1842,77,1550.81,1449.57,13018.86,11227.3
1842,78,1505.47,1404.4,11748.11,9982.58
1842,79,1450.7,1349.59,10476.15,8752.98
1842,80,1386.5,1285.1,11476.25,9131.68
1842,81,1312.88,1210.96,10010.88,7839.68
1842,82,1229.84,1127.15,8604.8,6632.79
1842,83,1137.36,1033.69,7267.17,5527.33
1842,84,1035.47,930.56,6109.77,4538.77
1842,85,908.9,749.32,5037.87,3650.52
1842,86,794.52,644.17,4074.92,2928.4
1842,87,697.05,551.99,3309.92,2347
1842,88,613.08,463.24,2697.78,1846.39
1842,89,524.03,376.18,2138.74,1409.13
1842,90,439.41,301.94,1664.77,1065.46
1842,91,362.57,237.51,1276.32,791.46
1842,92,294.18,182.95,962.96,577.16
1842,93,234.58,137.92,714.78,412.86
1842,94,183.71,101.69,521.79,289.65
1842,95,141.22,73.28,374.19,199.06
1842,96,106.49,51.59,263.51,133.89
1842,97,78.74,35.48,182.21,88.19
1842,98,57.06,23.82,123.6,56.79
1842,99,40.51,15.61,82.1,35.6
1842,100,28.15,9.98,53.35,21.82
1842,101,19.17,6.23,33.86,13.01
1842,102,12.77,3.8,20.97,7.38
1842,103,8.33,2.26,12.79,3.93
1842,104,5.31,1.31,7.43,1.98
1842,105,3.32,0.75,4.01,0.64
1842,106,2.02,0,2.1,0
1842,107,1.21,0,0.85,0
1842,108,0.71,0,0.17,0
1842,109,0,0,0,0
1842,110+,0,0,0,0
1843,0,34796,44550,234738.93,242453.98
1843,1,13610,14315,214984.41,216736.08
1843,2,7156,7111,212792.85,213002.64
1843,3,4818,4716,207660.8,206691.34
1843,4,3361,3350,197401,195529.27
1843,5,2483.04,2508.07,190436.75,188429.95
1843,6,1909.1,1959.48,187915.84,186467.95
1843,7,1462.67,1526.45,190471.21,190072.02
1843,8,1143.78,1208.97,190428.34,190213.86
1843,9,952.41,1007.03,186857.99,186421.31
1843,10,872.81,906.57,184017.83,183394.96
1843,11,841.94,851.19,180851.88,180971.26
1843,12,844.03,826.81,177576.97,178844.66
1843,13,879.1,833.41,175395.28,176563.58
1843,14,947.13,871.01,172723.54,173880.5
1843,15,1040.74,934.44,169500.58,170682.66
1843,16,1130.25,1003.02,166854.93,166238.6
1843,17,1208.28,1071.61,165401.2,160766.31
1843,18,1274.83,1140.18,162986.52,156250.59
1843,19,1329.89,1208.75,159941.62,153277.71
1843,20,1372.88,1273.17,157484.2,150822.15
1843,21,1401.44,1316.86,158261.78,148692.38
1843,22,1415,1335.68,162318.37,146669.31
1843,23,1413.56,1329.61,162527.64,144054.78
1843,24,1397.12,1298.68,159270.49,141019.11
1843,25,1368.61,1248.18,155374.37,137438.17
1843,26,1339.88,1199.33,148745.42,132479.13
1843,27,1313.86,1157.42,139660.48,126668.46
1843,28,1290.56,1122.48,132958.1,121965.87
1843,29,1269.97,1094.49,129400.09,118755.84
1843,30,1252.1,1073.47,126592.91,116280.84
1843,31,1236.94,1059.39,124336.14,114866.22
1843,32,1224.51,1052.26,122334.51,114328.71
1843,33,1214.78,1052.1,120009.11,112929.12
1843,34,1207.77,1058.89,116995.13,110269.53
1843,35,1202.66,1071.14,113301.08,106970.55
1843,36,1196.16,1082.86,106663.77,101255.28
1843,37,1187.43,1092.56,97153.95,93277.93
1843,38,1176.49,1100.23,90672.14,87746.58
1843,39,1163.35,1105.88,87881.98,85214.88
1843,40,1147.98,1109.51,85851.51,83411.6
1843,41,1130.4,1111.11,86337.93,83764.47
1843,42,1110.6,1110.69,89466.63,86295.21
1843,43,1088.58,1108.24,90230.44,86782.77
1843,44,1064.36,1103.78,87927.46,84687.82
1843,45,1039.14,1097.94,84764.72,81749.9
1843,46,1017.84,1093.34,78897.72,76108.3
1843,47,1001.68,1090.64,70666.87,68030.95
1843,48,990.66,1089.84,64932.03,62392.27
1843,49,984.79,1090.93,62523.2,60079.27
1843,50,984.07,1093.91,61062.45,58644.54
1843,51,988.48,1098.79,61579.62,58780.44
1843,52,998.03,1105.57,64302.97,60527.38
1843,53,1012.74,1114.24,65332.55,60910.02
1843,54,1032.58,1124.81,63676.04,59290.53
1843,55,1057.14,1137.5,61386.67,57086.31
1843,56,1084.79,1153.28,55878.17,51926.19
1843,57,1115.08,1172.36,47028.37,43639.14
1843,58,1148.03,1194.75,41486.79,38367.26
1843,59,1183.65,1220.46,39815.43,36749.99
1843,60,1221.91,1249.47,38558.94,35513.81
1843,61,1262.83,1281.79,39683.75,36324.34
1843,62,1306.4,1317.42,43567.6,39483.29
1843,63,1352.64,1356.35,44886.92,40419.52
1843,64,1401.53,1398.61,43179.14,38757.33
1843,65,1451.59,1442.42,41264.67,36898.91
1843,66,1496.88,1480.81,37389.4,33206.36
1843,67,1535.91,1512.01,31348.91,27462.02
1843,68,1568.69,1536.03,27446.54,23717.03
1843,69,1595.2,1552.88,25888.62,22224.24
1843,70,1615.46,1562.55,24419.1,20812.39
1843,71,1629.46,1565.04,23596.62,20111.27
1843,72,1637.2,1560.35,23522.14,20209.71
1843,73,1638.68,1548.49,22679.84,19463.52
1843,74,1633.92,1529.44,21004.4,17851.42
1843,75,1622.19,1503.05,19367.65,16285.05
1843,76,1600.73,1468.63,17085.08,14328.92
1843,77,1568.83,1426.02,14061.61,11916.61
1843,78,1526.5,1375.21,11920.79,10100.82
1843,79,1473.73,1316.19,10635.85,8870.83
1843,80,1410.54,1248.99,11758.23,9290.12
1843,81,1336.9,1173.58,10112.9,7901.22
1843,82,1252.83,1089.98,8725.93,6688.33
1843,83,1158.34,998.18,7408.18,5569.47
1843,84,1053.41,898.18,6168.82,4560.95
1843,85,918.35,727.84,5100.5,3690.06
1843,86,811.97,626.9,4176.86,2963.47
1843,87,697.82,530.53,3328.43,2342.32
1843,88,600.92,447.47,2660.61,1848.49
1843,89,518.1,369.7,2132.17,1431.43
1843,90,433.43,295.56,1660.23,1074.66
1843,91,355.15,233.6,1267.9,799.01
1843,92,285.91,180.98,952.65,583.41
1843,93,225.98,137.35,703.57,418.05
1843,94,175.24,102.05,510.63,293.75
1843,95,133.25,74.2,364.11,202.42
1843,96,99.31,52.76,254.72,136.59
1843,97,72.49,36.68,174.76,90.18
1843,98,51.81,24.92,117.61,58.29
1843,99,36.23,16.54,77.54,36.83
1843,100,24.8,10.73,49.94,22.58
1843,101,16.59,6.79,31.38,13.52
1843,102,10.86,4.2,19.17,7.86
1843,103,6.95,2.54,11.35,4.25
1843,104,4.36,1.5,6.63,2.07
1843,105,2.66,0.86,3.58,0.9
1843,106,1.59,0.28,1.65,0.18
1843,107,0.93,0,0.68,0
1843,108,0.3,0,0.05,0
1843,109,0,0,0,0
1843,110+,0,0,0,0
1844,0,34933,45238,240052.84,248196.45
1844,1,13136,14076,216851.68,219779.57
1844,2,7569,7638,207680.57,209156.67
1844,3,5099,5157,207727,208298.44
1844,4,3544,3761,203880.07,203460.26
1844,5,2654.9,2818.56,195174.04,193883.8
1844,6,2056.47,2141.08,188994.43,187574.28
1844,7,1586.12,1613.2,186766.87,185746.47
1844,8,1243.86,1234.92,189172.74,188742.96
1844,9,1029.66,1006.25,189120.15,188578.36
1844,10,928.8,906.73,185758.68,185008.81
1844,11,882.2,854.65,183020.1,182106.01
1844,12,875.1,829.59,180176.81,179719.25
1844,13,907.5,831.54,177891.69,177589.8
1844,14,979.41,860.5,176346.8,175287.97
1844,15,1081.87,912.92,173525.51,172541.26
1844,16,1179.11,974.62,170106.84,169225.08
1844,17,1262.17,1042.06,167104.53,164710.64
1844,18,1331.06,1115.25,165178.23,159289.05
1844,19,1385.78,1194.16,162559.21,154846.83
1844,20,1426.44,1273.2,159519.39,151860.42
1844,21,1453.5,1329.88,157008.98,149354.3
1844,22,1467.08,1358.58,157113.52,146990.63
1844,23,1467.18,1359.3,159770.72,144683.57
1844,24,1453.81,1332.03,159247.73,142007.86
1844,25,1429.35,1282.56,156015.6,138995.3
1844,26,1403.47,1233.98,152095.57,135398.89
1844,27,1378.56,1192.04,145685.99,130540.32
1844,28,1354.63,1156.77,137059.23,124964.15
1844,29,1331.68,1128.15,130646.14,120441.62
1844,30,1309.71,1106.19,127187.46,117325.26
1844,31,1288.7,1090.89,124457.64,114912.46
1844,32,1268.68,1082.24,122253.54,113472.12
1844,33,1249.64,1080.26,120303.81,112816.19
1844,34,1231.57,1084.92,117997.65,111328.9
1844,35,1214.34,1094.89,114961.57,108631.19
1844,36,1197.45,1104.76,111233.27,105270.28
1844,37,1180.76,1113.17,104842.28,99724.34
1844,38,1164.25,1120.12,95937.34,92219.5
1844,39,1147.96,1125.61,89836.16,86991.67
1844,40,1131.85,1129.64,87116.14,84515.12
1844,41,1115.95,1132.22,85138.19,82741.66
1844,42,1100.25,1133.35,85434.26,82908.35
1844,43,1084.74,1133.02,88119.75,85003.54
1844,44,1069.43,1131.22,88646.07,85238.52
1844,45,1054.95,1128.45,86314.93,83100.29
1844,46,1043.73,1126.66,83072.05,80066.8
1844,47,1036.41,1126.33,77251.37,74454.52
1844,48,1032.98,1127.46,69364.23,66673.43
1844,49,1033.45,1130.04,63942.93,61306.31
1844,50,1037.8,1134.08,61626.15,59075.63
1844,51,1046.05,1139.59,60212.14,57684.75
1844,52,1058.21,1146.55,60700.84,57792.61
1844,53,1074.25,1154.98,63304.61,59372.51
1844,54,1094.18,1164.85,64217.47,59601.15
1844,55,1117.87,1176.59,62474.76,57919.3
1844,56,1144.71,1191.71,60083.28,55643.2
1844,57,1174.56,1210.64,54703.47,50609.47
1844,58,1207.42,1233.36,46423.61,42807.55
1844,59,1243.3,1259.87,41259.32,37857.82
1844,60,1282.2,1290.18,39563.92,36236.25
1844,61,1324.1,1324.27,38245.38,34961.83
1844,62,1369.02,1362.17,39078.9,35530.13
1844,63,1416.95,1403.86,42343.58,38153.72
1844,64,1467.89,1449.33,43265.26,38749.21
1844,65,1520.27,1496.71,41485.4,37036.57
1844,66,1567.82,1538.44,39497.02,35130.12
1844,67,1608.97,1572.62,35753,31573.89
1844,68,1643.7,1599.27,30149.21,26225.12
1844,69,1672.04,1618.37,26488.56,22701.03
1844,70,1693.98,1629.95,24875.3,21178.38
1844,71,1709.51,1633.97,23339.44,19729.23
1844,72,1718.64,1630.46,22387.06,18914.17
1844,73,1721.37,1619.4,22098.31,18792.06
1844,74,1717.68,1600.81,21127.48,17930.78
1844,75,1706.78,1574.49,19433.52,16341.1
1844,76,1685.41,1539.69,17788.92,14804.41
1844,77,1652.74,1496.25,15614.69,12951.82
1844,78,1608.78,1444.16,12832.3,10719.17
1844,79,1553.53,1383.41,10819.22,9007.51
1844,80,1487,1314.01,12031.24,9457.05
1844,81,1409.16,1235.96,10345.19,8045.43
1844,82,1320.04,1149.25,8780.86,6737.37
1844,83,1219.63,1053.89,7485.74,5613.74
1844,84,1107.92,949.88,6270.72,4592.57
1844,85,956.41,778.08,5129.93,3700.3
1844,86,847.79,677.34,4216.05,2986.88
1844,87,736.72,576.85,3401.38,2361.12
1844,88,621.53,482.53,2667.92,1835.41
1844,89,524.69,402.16,2097.22,1423.47
1844,90,442.97,328.28,1651.31,1082.2
1844,91,362.42,259.22,1262.26,797.11
1844,92,290.06,202.33,945.44,580.93
1844,93,227.79,154.78,696.13,415.45
1844,94,175.41,115.99,503.32,291.33
1844,95,132.38,85.09,357.33,200.15
1844,96,97.85,61.07,249.08,134.76
1844,97,70.81,42.88,170.19,88.76
1844,98,50.14,29.43,113.93,57.11
1844,99,34.72,19.74,74.77,35.94
1844,100,23.51,12.94,48.02,22.07
1844,101,15.57,8.29,30.05,13.06
1844,102,10.08,5.2,18.27,7.52
1844,103,6.37,3.18,10.73,4.16
1844,104,3.94,1.89,6.03,2.03
1844,105,2.38,1.11,3.35,0.77
1844,106,1.41,0.63,1.6,0.15
1844,107,0.81,0,0.48,0
1844,108,0.26,0,0.04,0
1844,109,0,0,0,0
1844,110+,0,0,0,0
1845,0,33926,43575,244662.69,252577.65
1845,1,13358,14383,222472.03,225693.64
1845,2,7073,7106,210099.25,212490.9
1845,3,4721,4675,203990.47,205527.82
1845,4,3362,3529,204633.95,205460.23
1845,5,2478.04,2639.88,201312.14,201294.51
1845,6,1868.07,1983.8,193667.42,192936.45
1845,7,1399.65,1479.96,188097.3,187266.11
1845,8,1072.78,1128.36,186046.92,185470.66
1845,9,887.46,928.99,188175.89,187734.93
1845,10,825.66,860.04,187996.79,187138.44
1845,11,815.27,834.26,184733.63,183681.75
1845,12,838.23,829.85,182052.49,180860.13
1845,13,894.56,846.78,179484.81,178473.64
1845,14,984.27,885.07,178142.35,176309.51
1845,15,1098.81,942.13,177190.88,173966.91
1845,16,1204.05,1007.57,174199.37,171132.18
1845,17,1291.44,1078.8,170587,167697.81
1845,18,1360.99,1155.84,167237.78,163107.32
1845,19,1412.7,1238.66,164851.83,157727.92
1845,20,1447.28,1321.16,162037.29,153332.7
1845,21,1467.59,1378.83,159034.12,150371.7
1845,22,1474.35,1405.55,156481.85,147816.78
1845,23,1467.56,1401.32,155930.66,145243.19
1845,24,1447.21,1366.14,157205.07,142679.16
1845,25,1415.98,1306.5,155963.02,139965.3
1845,26,1384.55,1248.38,152766.41,136998.18
1845,27,1355.57,1198.29,148822,133382.52
1845,28,1329.07,1156.21,142631.5,128621.42
1845,29,1305.02,1122.15,134462.73,123276.21
1845,30,1283.45,1096.1,128338.43,118933.37
1845,31,1264.34,1078.08,124980,115898.79
1845,32,1247.7,1068.08,122327.27,113546.81
1845,33,1233.51,1066.09,120176.12,112075.12
1845,34,1221.8,1072.12,118278.67,111294.63
1845,35,1211.93,1084.52,115994.96,109720.68
1845,36,1201.41,1096.77,112933.45,106968.38
1845,37,1189.63,1107.21,109175.87,103553.12
1845,38,1176.58,1115.86,103033.45,98177.83
1845,39,1162.26,1122.69,94735.19,91146.68
1845,40,1146.67,1127.72,89015.83,86227.38
1845,41,1129.83,1130.96,86367.12,83799.21
1845,42,1111.7,1132.39,84441.95,82060.33
1845,43,1092.32,1132.02,84547.65,82041.59
1845,44,1071.66,1129.85,86789.42,83701.89
1845,45,1050.74,1126.44,87076.99,83686.91
1845,46,1033.54,1124.06,84713.79,81499.68
1845,47,1021.05,1123.26,81384.93,78370.56
1845,48,1013.27,1124.06,75604.37,72785.07
1845,49,1010.21,1126.45,68054.96,65297.83
1845,50,1011.86,1130.43,62942.32,60199.81
1845,51,1018.24,1135.99,60710.28,58049.81
1845,52,1029.32,1143.16,59338.53,56700.6
1845,53,1045.12,1151.91,59793.59,56778.63
1845,54,1065.64,1162.25,62272.84,58189.85
1845,55,1090.57,1174.46,63064.85,58262.59
1845,56,1118.64,1189.65,61231.08,56516.51
1845,57,1149.55,1208.11,58734.73,54165.19
1845,58,1183.31,1229.83,53480.41,49254.64
1845,59,1219.91,1254.82,45767.23,41934.66
1845,60,1259.36,1283.07,40980.48,37305.2
1845,61,1301.64,1314.59,39250.52,35673.66
1845,62,1346.77,1349.37,37869.92,34359.15
1845,63,1394.73,1387.4,38408.49,34682.13
1845,64,1445.54,1428.71,41050.26,36767.32
1845,65,1497.65,1471.64,41575.39,37022.08
1845,66,1544.89,1509.63,39716.15,35256.94
1845,67,1585.7,1541.03,37662.47,33311.11
1845,68,1620.1,1565.85,34055.19,29898.35
1845,69,1648.09,1584.1,28893.69,24951.98
1845,70,1669.65,1595.76,25483.32,21657.39
1845,71,1684.8,1600.84,23814.76,20107.07
1845,72,1693.53,1599.34,22221.24,18628.58
1845,73,1695.84,1591.25,21144.84,17705.19
1845,74,1691.74,1576.58,20647.79,17367.84
1845,75,1680.44,1554.88,19558.16,16399.24
1845,76,1658.84,1524.36,17847.68,14832.5
1845,77,1626.16,1484.56,16209.2,13334.74
1845,78,1582.4,1435.48,14154.71,11592.94
1845,79,1527.57,1377.12,11625.13,9547.72
1845,80,1461.66,1309.5,12212.89,9554.21
1845,81,1384.66,1232.58,10594.58,8183.13
1845,82,1296.6,1146.39,8991.29,6853.32
1845,83,1197.45,1050.93,7520.9,5636.05
1845,84,1087.22,946.19,6330.9,4612.17
1845,85,941.1,765.65,5216.66,3710.87
1845,86,825.12,661.83,4239.55,2980.4
1845,87,719.85,564.55,3432.81,2366.29
1845,88,615.14,470.36,2726.32,1838.08
1845,89,509.88,384.32,2103.33,1402.74
1845,90,422.46,312.33,1624.54,1066.97
1845,91,349.82,248.26,1256.04,795
1845,92,280.47,190.55,942,573.27
1845,93,219.79,144.34,691.69,408.64
1845,94,168.86,107,498.91,285.57
1845,95,127.13,77.58,353.06,195.47
1845,96,93.72,54.99,245.17,130.93
1845,97,67.63,38.08,167.11,85.88
1845,98,47.74,25.77,111.55,55.01
1845,99,32.96,17.03,72.9,34.34
1845,100,22.26,10.99,46.69,20.94
1845,101,14.69,6.92,29.23,12.41
1845,102,9.48,4.25,17.76,6.98
1845,103,5.97,2.55,10.41,3.79
1845,104,3.68,1.5,5.82,1.91
1845,105,2.21,0.86,3.03,0.71
1845,106,1.3,0.28,1.57,0.05
1845,107,0.75,0,0.56,0
1845,108,0,0,0,0
1845,109,0,0,0,0
1845,110+,0,0,0,0
1846,0,41279,52451,250830.2,258252.07
1846,1,16749,17565,225566.07,228443.14
1846,2,8119,8066,214891.09,217592.8
1846,3,4901,4793,206787.34,209148.34
1846,4,3396,3448,202312.7,203921.61
1846,5,2488.98,2569.08,202804.81,203862.74
1846,6,1896.02,1975.66,199546.73,200011.13
1846,7,1445.43,1517.72,192769.83,192642.32
1846,8,1137.21,1195.27,187660.63,187428.51
1846,9,971.37,1008.28,185634.56,185492.88
1846,10,928.38,938.38,187342.54,186873.74
1846,11,930.15,912.03,186905.54,185729.83
1846,12,957.16,910.84,183685.04,182346.23
1846,13,1009.41,934.81,181011.55,179570.19
1846,14,1086.91,983.94,178676.79,177149.25
1846,15,1183.85,1054.49,178244.52,174923.93
1846,16,1277.11,1131.56,177879.01,172505.95
1846,17,1360.88,1211.42,174729.36,169574.04
1846,18,1435.18,1294.05,170937.79,166010.14
1846,19,1499.98,1379.48,167253.71,161333.79
1846,20,1553.71,1462.15,164410.72,155972.1
1846,21,1589.89,1519.86,161424.17,151671.41
1846,22,1606.94,1547.1,158461.14,148745.25
1846,23,1604.85,1543.83,155880.13,146172.33
1846,24,1583.6,1510.07,154689.18,143420.92
1846,25,1546.86,1452.07,154596.62,140625.97
1846,26,1509.18,1394.78,152650.52,137897.8
1846,27,1474.18,1344.44,149493.07,134971.99
1846,28,1441.88,1301.06,145527.18,131333.92
1846,29,1412.28,1264.62,139557.84,126666.97
1846,30,1385.37,1235.14,131847.85,121553.02
1846,31,1361.15,1212.62,126013.59,117378.49
1846,32,1339.63,1197.05,122754.48,114425.63
1846,33,1320.8,1188.44,120177.48,112130.54
1846,34,1304.66,1186.77,118077.08,110623.39
1846,35,1290.69,1190.77,116231.69,109721.93
