Year,Age,Female Deaths,Male Deaths,Female Exposure,Male Exposure
1944,23,856.2,4130.16,368122.85,366295.18
1944,24,869.8,4055.06,350284.1,357410.31
1944,25,628.84,3316.68,308771.45,311686.06
1944,26,592.28,3205.48,282861.49,282119.45
1944,27,673.6,2872.98,291329.12,289656.9
1944,28,675.88,2621.12,315018.94,310939.75
1944,29,831.94,2548.22,335579.17,327609.32
1944,30,892.1,2538.62,347517.17,340626.32
1944,31,822,2366.86,350582.63,344581.03
1944,32,822.8,2116.7,350314.97,342463.44
1944,33,911.6,2138.7,351078.78,343773.89
1944,34,918.22,1970.78,353648.81,347478.13
1944,35,877.88,1847.28,355637.33,346948.4
1944,36,850.62,1728.88,354465.39,344868.61
1944,37,948.48,1634.8,350118.47,341068.29
1944,38,959.42,1638.92,344762.91,338187.44
1944,39,1060.44,1682.14,339835.48,334893.43
1944,40,1039.44,1679.58,334854.65,330080.02
1944,41,1016.42,1616.66,329734.93,324385.65
1944,42,1144.42,1747.4,326130.3,319016.25
1944,43,1271.42,1847.3,323641,313110.55
1944,44,1319.38,1858.44,318474.33,299536.11
1944,45,1336.34,1749.04,310793.07,278573.43
1944,46,1418.3,1770.94,304963.05,262914.6
1944,47,1556.26,1952.32,301297.75,254373.53
1944,48,1646.22,2012.94,297245.42,249867.49
1944,49,1747.18,2297.06,292249.61,246258.49
1944,50,1823,2335.12,287734.38,242743.89
1944,51,1906,2486.46,285260.99,240606.62
1944,52,2116,2822.74,282042.81,239310.79
1944,53,2150,2941.52,275220.21,236174.45
1944,54,2263,3271.94,267811.84,231012.58
1944,55,2255,3118.94,265375.67,225170.25
1944,56,2581,3627.26,264132.81,220358.55
1944,57,2664,3764.2,258656.08,214736.68
1944,58,2886,4213.58,251861.23,209206.68
1944,59,3194,4625.38,245457.11,203470.31
1944,60,3366,4662.08,240018.21,195607.95
1944,61,3314,4670.82,237279.7,192188.01
1944,62,3806,5343.04,234367.37,190366.51
1944,63,4135,5621.42,226330.82,184388.19
1944,64,4503,5973,214109.96,173870.22
1944,65,4546,6021,204685.7,164625.75
1944,66,4623,5823,199229.19,159278.05
1944,67,5182,6465,192148.61,153860.69
1944,68,5478,6526,181744.38,146664.08
1944,69,5773,7233,170090.26,137714.8
1944,70,5965,6815,160096.4,128484.28
1944,71,5838,6481,152220.96,120358.59
1944,72,6350,7056,143113.6,111325.06
1944,73,6599,6933,130297.44,99246.95
1944,74,6687,6901,116080.1,86550.61
1944,75,6667,6654,105520.22,77063.04
1944,76,6770,6612,98900.26,70207.31
1944,77,6640,6112,91688.04,62722.28
1944,78,6573,5830,82043.44,53800.63
1944,79,6410,5456,70647.13,44780.87
1944,80,6263,4996,61938.56,38200.55
1944,81,5707,4416,53448.8,31900.58
1944,82,5404,4146,45313.01,26243.86
1944,83,5259,3825,38260.68,21336.87
1944,84,4888,3194,31682.98,16816.2
1944,85,4058,2620,24995.64,12632.71
1944,86,3537,2285,19642.53,9470.06
1944,87,3087,1846,15717.06,7166.16
1944,88,2545,1454,12168.04,5221.8
1944,89,2064,1089,9107.97,3676.02
1944,90,1659,756,6591.78,2503.56
1944,91,1216,560,4788.74,1714.2
1944,92,966,424,3556.94,1189.77
1944,93,792,282,2528.08,799.2
1944,94,549,209,1667.84,501.74
1944,95,355,137,1053.77,294.21
1944,96,249,87,645.75,171.55
1944,97,177,52,384.46,95.29
1944,98,125,25,231.28,51.27
1944,99,64,23,131.64,26.72
1944,100,40,2,67.52,15.42
1944,101,17,10,34.81,9.78
1944,102,14,2,19.26,4.67
1944,103,11,2,9.14,3.8
1944,104,2,3,4.47,2.68
1944,105,1,0,2.71,0.69
1944,106,0,0,1.19,0.27
1944,107,0,1,0.24,0.24
1944,108,0,0,0,0.27
1944,109,0,1,0,0.24
1944,110+,0,0,0,0
1945,0,13572,18387,338843.14,358426.93
1945,1,1310,1555,326303.49,343873.96
1945,2,707,819,312047.38,327414.04
1945,3,525,633,285227.82,296799.43
1945,4,368,524,269095.09,278183.29
1945,5,395,504,276505.08,285524.11
1945,6,316,480,281668.33,291244.63
1945,7,254,364,283939.82,293950.59
1945,8,230,324,278204.06,288333.56
1945,9,211,282,274318.09,284588.6
1945,10,191,274,270890.5,280878.15
1945,11,182,256,269163.51,277944.83
1945,12,194,264,272693.19,279810.22
1945,13,249,319,278787.49,283386.81
1945,14,269,340,281127.09,281547.55
1945,15,307,354,281227.95,276926.1
1945,16,358.64,802.39,282865.93,278936.49
1945,17,419.18,2222.28,291193.06,290883.77
1945,18,477.48,4375.96,310967.89,301952.88
1945,19,582.64,5280.7,320625.97,314642.02
1945,20,620,6162.52,323709.95,315123.92
1945,21,696.5,6560.48,328616.82,318436.9
1945,22,738.48,6663.1,338195.02,328617.05
1945,23,737.3,6319,353124.71,346574.89
1945,24,794.72,5737.32,362689.07,366399.48
1945,25,801.98,5518.1,346263.87,347529.03
1945,26,615.04,4509.42,307838.75,302982.77
1945,27,549.8,4098.44,283961.89,274291.56
1945,28,611.02,3720.24,293540.23,282308.79
1945,29,658.52,3272.2,317778.86,303938.57
1945,30,736.16,3361.66,338370.84,327094.63
1945,31,767.66,3304.94,349244.7,339992.58
1945,32,739.8,3000.28,351385.7,343895.03
1945,33,761.32,2729.62,350309.26,341807.3
1945,34,783.82,2684.76,350291.25,343091.09
1945,35,850.04,2428.26,352247.22,342376.11
1945,36,832.56,2160.18,354003.28,342276.46
1945,37,861.52,2072.02,352673.11,340589.89
1945,38,959.22,1983.7,348194.83,337046
1945,39,979.28,1888.54,342790.18,334413.4
1945,40,966.24,1816.6,338030.92,331431.4
1945,41,968.28,1751.04,333427.47,326849.16
1945,42,1106.46,1830.28,328782.54,321352.26
1945,43,1154.18,1801.88,325605.19,316096.86
1945,44,1274.76,1862.74,323452.09,310332.03
1945,45,1352.42,1929.14,318260.4,292924.52
1945,46,1305.96,1773.88,310000.35,273484.36
1945,47,1446.46,1923.96,303231.43,258793.26
1945,48,1629.12,1945.66,298572.36,250717.85
1945,49,1639.68,2186.2,293620.18,246506.04
1945,50,1809,2345.18,287956.88,243548.09
1945,51,1792,2400.56,283796.13,239975.84
1945,52,2035,2718.5,281652.36,237674.81
1945,53,2109,2911.68,278818.59,236175.96
1945,54,2237,3178.6,272386.58,232758.71
1945,55,2199,3079.74,265120.39,225308.72
1945,56,2457,3506.3,262312.62,221191.3
1945,57,2676,3852.18,260379.24,217324.66
1945,58,2907,4148.44,254185.2,210400.85
1945,59,3202,4501.98,246719.03,203469.91
1945,60,3324,4682.86,239967.95,195896.05
1945,61,3307,4698.64,234664.53,189214.87
1945,62,3903,5114.38,232183.01,186330.18
1945,63,4170,5586.4,229438.49,184625.1
1945,64,4477,5862.58,221584.13,178921.85
1945,65,4635,6113,209531.4,168632.28
1945,66,4467,5861,200112.92,159597.1
1945,67,5149,6426,194351.6,153660.76
1945,68,5598,6675,186735.85,147450.34
1945,69,5998,6938,175813.32,139485.63
1945,70,6236,6943,163725.5,130093.56
1945,71,5833,6661,153448.41,120822.26
1945,72,6727,7202,145254.38,112695.27
1945,73,6895,7018,135853.03,103742.75
1945,74,7066,7095,123073.63,92023.55
1945,75,7146,6967,109087.03,79774.2
1945,76,6986,6588,98767.67,70709.94
1945,77,6844,6300,92375.91,64265.55
1945,78,6807,6095,85300.57,57136.88
1945,79,6735,5750,75639.71,48457.89
1945,80,6455,5164,63741.08,39549.91
1945,81,5919,4561,55843.54,33406.57
1945,82,5953,4586,47698.09,27469.53
1945,83,5298,3765,39829.95,22161.55
1945,84,5150,3444,33125.06,17785.75
1945,85,4482,2819,27006.26,13774.57
1945,86,3759,2317,21030.23,10121.9
1945,87,3200,1869,16258.93,7397.52
1945,88,2620,1453,12839.18,5502.14
1945,89,2322,1118,9777.4,3943.75
1945,90,1825,871,7129.23,2713.69
1945,91,1381,523,5073.24,1827.4
1945,92,995,439,3651.85,1228.74
1945,93,810,296,2661.31,828.18
1945,94,598,241,1840.06,542.18
1945,95,402,145,1189.94,318.3
1945,96,286,84,731.44,181.54
1945,97,170,48,427.43,104.61
1945,98,106,25,240.03,58.03
1945,99,75,17,138.45,28.69
1945,100,38,4,77.26,15.39
1945,101,12,7,41.19,9.49
1945,102,11,5,21.33,3.93
1945,103,5,0,9.05,2.51
1945,104,2,0,4.22,2.5
1945,105,2,3,2.74,1.18
1945,106,1,0,1.74,0
1945,107,0,0,0.96,0
1945,108,0,0,0.24,0
1945,109,0,0,0,0
1945,110+,0,0,0,0
1946,0,14083,19458,343680.54,363541.22
1946,1,1081,1275,333008.71,351775.16
1946,2,568,682,322300,338973.02
1946,3,410,548,309574.99,323573.49
1946,4,313,457,285464.09,295946.04
1946,5,252,317,270537.26,278878.81
1946,6,241,331,277913.28,286586.72
1946,7,218,272,282164.83,292045.09
1946,8,172,257,283085.61,294427.22
1946,9,151,216,275755.15,288433.45
1946,10,158,235,270578.31,283987.81
1946,11,145,212,266731.06,278936.16
1946,12,187,226,265567.62,273954.51
1946,13,165,222,270642.6,273038.77
1946,14,234,281,279097.62,272999.51
1946,15,264,342,283744.85,266192.49
1946,16,309,375,285327.8,259815.52
1946,17,312.56,465.58,288383.52,281861.11
1946,18,388.7,488.44,297986.75,293440.72
1946,19,445.84,664.74,305635.1,304804.41
1946,20,487.34,566.8,308974.63,312021.4
1946,21,520.1,699.44,312877.32,314734.99
1946,22,627.3,633.62,319268.43,319678.09
1946,23,564.36,607.94,331012.29,330167.41
1946,24,634.58,634.38,348646.29,348475.82
1946,25,749.38,597.3,361054.38,359346.63
1946,26,725.82,620.98,347745.37,341255.5
1946,27,534.12,476.12,311011.12,297558.95
1946,28,483.16,464,287797.15,269250.74
1946,29,600.66,496,297264.96,277481.34
1946,30,672.68,592,320714.84,303215.38
1946,31,708.48,693.8,339843.43,326224.87
1946,32,677.42,684.78,349531.21,339055.91
1946,33,685.28,705.76,350780.09,343009.28
1946,34,767.1,767,349034.93,340941.07
1946,35,767.86,805,348647,338251.44
1946,36,840.7,818,350596.3,337947.15
1946,37,810.52,896,352369.7,338186.69
1946,38,884.42,988,350895.11,336712.47
1946,39,922.38,1052,346123.14,333414.55
1946,40,908.4,1063,340493.33,330384.85
1946,41,972.44,1156,335700.6,327727.97
1946,42,1098.46,1445.24,331259.87,323386.16
1946,43,1137.44,1427.48,326942.98,318104.93
1946,44,1153.4,1539.86,324198.32,313105.27
1946,45,1336.36,1760,322241.46,303951.38
1946,46,1485.32,1866.02,316778.19,287918.31
1946,47,1373.24,1799.9,307953.78,269465.27
1946,48,1578.18,1950.08,300526.41,255260.14
1946,49,1704.12,2124.66,295210.74,247494.17
1946,50,1792,2268.26,289795.41,243912.5
1946,51,1764,2311.52,284268.3,240881.46
1946,52,1886,2609.62,280120.75,237167.22
1946,53,2021,2931.24,277791.44,234649.87
1946,54,2219,2996.58,274566.44,232900.19
1946,55,2220,3061.14,267547.09,228684.13
1946,56,2432,3524.5,259468.5,221562.39
1946,57,2537,3676.08,255875.93,216658.22
1946,58,2945,4184.14,253535.22,212176.05
1946,59,3022,4453.1,247377.57,204777.94
1946,60,3236,4486.18,240398.37,197692.28
1946,61,3370,4722,234391.34,190674.34
1946,62,3916,5093,229631.18,184389.55
1946,63,4293,5515,227245.61,181420.51
1946,64,4305,5931,224288.8,179516.46
1946,65,4678,5876,216039.81,173530.05
1946,66,4601,5880,203514.46,162492.13
1946,67,5088,6251,193601.22,152541.78
1946,68,5479,6522,187420.6,145935.33
1946,69,5931,6829,179683.75,139493.63
1946,70,6319,6997,168916.56,131778.2
1946,71,6139,6794,157175.94,122952.11
1946,72,6859,7434,147040.86,114106.94
1946,73,7273,7320,138713.54,106164.88
1946,74,7178,7174,129234.12,97341.39
1946,75,7352,7205,116342.71,85576.74
1946,76,7497,7187,102129.37,73168.47
1946,77,6830,6400,91600.26,63999.21
1946,78,7189,6487,85010.49,57529.55
1946,79,7124,6049,77689.38,50434.67
1946,80,6654,5511,65793.08,40967.93
1946,81,6161,4860,57431.73,34519.18
1946,82,6286,4629,49760.83,28741.26
1946,83,5971,4159,41813.86,23178.92
1946,84,5267,3651,34404.28,18405.78
1946,85,4728,3121,28214.97,14520.54
1946,86,4299,2539,22674.71,11067.23
1946,87,3454,1975,17345.65,7945.92
1946,88,2872,1561,13233.03,5688.79
1946,89,2498,1249,10249,4150.05
1946,90,1943,959,7617.93,2890.24
1946,91,1486,664,5470.84,1961.61
1946,92,1165,454,3818.21,1308.36
1946,93,878,319,2692.39,852.83
1946,94,698,217,1911.31,558.83
1946,95,524,174,1281.21,346.78
1946,96,317,105,809.56,192.49
1946,97,202,55,488.52,109.11
1946,98,136,34,275.42,64.62
1946,99,63,27,145.33,32.45
1946,100,43,7,82.99,14.91
1946,101,23,7,48.92,9.14
1946,102,12,3,26.85,4.06
1946,103,10,2,11.95,1.53
1946,104,1,2,4.68,1.54
1946,105,2,1,2.46,0.97
1946,106,1,0,1.25,0.23
1946,107,1,0,1.01,0
1946,108,1,0,0.48,0
1946,109,0,0,0,0
1946,110+,0,0,0,0
1947,0,15624,21225,409431.89,432887.48
1947,1,1217,1494,342746.43,362608.4
1947,2,587,760,331201.32,349015.49
1947,3,400,562,320863.91,336108.88
1947,4,321,424,309198.08,321775.44
1947,5,286,393,285531.91,294948.89
1947,6,220,308,270479.26,278420.96
1947,7,200,292,277467.38,286817.64
1947,8,176,272,281354.14,293497.96
1947,9,166,236,282007.64,297498.54
1947,10,160,227,274822.81,292406.33
1947,11,138,217,270424.42,287162.84
1947,12,159,197,267640.03,279179.84
1947,13,175,218,267416.12,268925.27
1947,14,195,235,273149.65,260689.99
1947,15,261,327,281620.53,253026.12
1947,16,271,372,285412.18,240246.02
1947,17,350,388,285825.14,259402.85
1947,18,385.2,397.92,287156.92,281410.35
1947,19,459.2,479.44,290581.56,292971.49
1947,20,483.1,472.52,295682.03,304229.55
1947,21,536.76,551.02,302013.45,311362.69
1947,22,544.22,610.5,309088.99,313878.36
1947,23,617.5,568.18,318183.88,318759.29
1947,24,620.22,587.54,331974.71,329234.18
1947,25,631.68,641,350726.24,347513.78
1947,26,738.12,649,363141.71,358380.71
1947,27,697.62,699,349031.15,340357.12
1947,28,577.94,512,311524.14,296819.59
1947,29,505.6,540,287659.1,268576.56
1947,30,575.48,585,296592.02,277740.47
1947,31,574.44,599,319675.32,304491.26
1947,32,678.44,714,338660.9,325356.54
1947,33,728.42,755,348211.4,338130.9
1947,34,719.38,802,349296.09,342043.29
1947,35,738.32,782,347417.99,339957.43
1947,36,815.26,871,346957,337256.9
1947,37,812.2,920,348806.72,336911.51
1947,38,841.16,968,350376.17,337091.82
1947,39,883.12,1077,348603.08,335546.63
1947,40,928.12,1142,343642.27,332195.59
1947,41,978.12,1114,338075.3,329129.77
1947,42,1084.14,1330,333525.08,326343.02
1947,43,1108.14,1469,329416.8,321837.88
1947,44,1159.14,1535.3,325476.59,316506.06
1947,45,1161.12,1728.52,322866.8,311378.77
1947,46,1376.1,1940,320611.44,302054.86
1947,47,1541.1,2072.82,314688.98,285947.48
1947,48,1460.08,1926.86,305515.18,267490
1947,49,1706.06,2209.52,297874.69,253175.22
1947,50,1777,2275,292528.95,245467.44
1947,51,1744,2360,287408.18,242563.55
1947,52,1950,2744.22,282043.1,238324.24
1947,53,2059,2861.48,277703.18,234362.55
1947,54,2242,3140.1,274840.89,231643.13
1947,55,2133,3126.94,270912.59,229804.24
1947,56,2506,3629.64,263118.75,225334.13
1947,57,2578,3829.7,254409.83,217880.21
1947,58,2865,4107.24,250586.95,212670.73
1947,59,3111,4622.62,248452.44,207801.41
1947,60,3224,4502.7,242817.59,200205.74
1947,61,3285,4691.64,236387.02,193039.18
1947,62,3920,5439,230587.81,185916.11
1947,63,4069,5891,225578.42,180231.35
1947,64,4285,6080,222681.53,176708.59
1947,65,4587,6013,219070.83,173965.84
1947,66,4655,6044,210239.79,166861.85
1947,67,5416,6553,197233.16,155056.62
1947,68,5560,6808,187024.28,144688.1
1947,69,6109,7385,180843.79,138154.04
1947,70,6499,7359,173263.06,132154.48
1947,71,6362,7168,162770.15,125055.22
1947,72,7191,7921,151062.33,116513.64
1947,73,7600,8033,140667.61,107604.51
1947,74,7826,8114,132132.46,99532.46
1947,75,7645,7582,122440.25,90491.73
1947,76,8014,7758,109193.35,78418.12
1947,77,7721,7249,94668.68,65804.73
1947,78,7627,6950,83872.46,56576.88
1947,79,7613,6708,76982.6,50154.62
1947,80,7234,6153,68551.61,42379.12
1947,81,6581,5242,59133.83,35525.48
1947,82,6671,5146,50998.13,29545.59
1947,83,6332,4660,43437.72,24083.25
1947,84,5844,4099,35951.37,19030.65
1947,85,5087,3393,29151.4,14825.49
1947,86,4739,3023,23512.83,11507.8
1947,87,3972,2445,18542.87,8564.33
1947,88,2992,1678,14015.95,6029.22
1947,89,2574,1317,10508.94,4242.49
1947,90,2145,1005,7936.98,3006.75
1947,91,1621,773,5818.61,2041.71
1947,92,1251,517,4090.2,1361.26
1947,93,922,358,2765.71,897.16
1947,94,707,263,1892.96,564.48
1947,95,492,172,1299.3,350.11
1947,96,394,104,850.14,208.7
1947,97,232,57,524.8,112.98
1947,98,159,49,306.75,60.55
1947,99,90,19,164.6,32.83
1947,100,44,8,84.99,17.21
1947,101,22,3,50.16,8.66
1947,102,16,5,30.92,4.66
1947,103,10,1,14.93,1.38
1947,104,4,0,5.87,0.27
1947,105,0,1,2.97,0.52
1947,106,0,1,1.71,0.24
1947,107,0,0,0.74,0
1947,108,1,0,0.24,0
1947,109,0,0,0,0
1947,110+,0,0,0,0
1948,0,11319,15447,385239.31,407316.47
1948,1,1112,1284,398719.98,422170.42
1948,2,503,639,340759.22,359442.84
1948,3,370,420,333221.14,348881.64
1948,4,290,401,321733.56,335302.01
1948,5,267,344,309156.23,320745.57
1948,6,202,299,284856.01,294251.36
1948,7,144,246,269490.81,278610.93
1948,8,130,203,276409.87,288437.3
1948,9,140,199,280562.57,296828.76
1948,10,142,187,281958.5,301605.23
1948,11,140,184,276035.21,295067.62
1948,12,144,178,272874.44,286277.4
1948,13,148,173,270747.09,272927.26
1948,14,181,183,270455.25,256048.79
1948,15,233,241,275262.14,242485.48
1948,16,299,342.76,282000.23,233471.58
1948,17,302,368,284102.61,239869.55
1948,18,379,294,283733.74,258993.61
1948,19,366,258.48,285214,281003.26
1948,20,435,393,289280.69,292538.14
1948,21,421,504.2,296039.62,303705.03
1948,22,484,469.66,304471.09,310703.59
1948,23,509,496.26,313137.56,313167.06
1948,24,518,522.9,323086.83,318037.86
1948,25,555,550.42,336735.69,328484.31
1948,26,602,532,354202.46,346772.9
1948,27,664,617,364817.28,357621.99
1948,28,669,647,348919.43,339648.11
1948,29,489,508,309688.97,296242.01
1948,30,480,482.3,284402.33,269613.22
1948,31,509,548.94,292518.01,279249.29
1948,32,588,576.06,315345.52,303845.29
1948,33,613,701,334580.96,324629.4
1948,34,659,716,344869.15,337333.1
1948,35,660,767,346851.89,341231.68
1948,36,693,753,345676,339124.22
1948,37,686,812,345616.23,336386.78
1948,38,782,916,347494.62,336470.53
1948,39,787,978,348768.16,337468.89
1948,40,859,1089,346725.58,336232.79
1948,41,850,1113,341801.57,332277.43
1948,42,1041,1259,336443.4,328840.69
1948,43,972,1294,332112.61,324973.77
1948,44,1042,1447.68,328193.53,320371.67
1948,45,1164,1636.54,324208,314899.74
1948,46,1205,1756.64,321212.73,309588.31
1948,47,1373,1995,318529.53,300087.81
1948,48,1510,2111,312485.81,283896.5
1948,49,1495,2102,303529.65,265637.97
1948,50,1600,2105,296295.43,253135.22
1948,51,1729,2217,291409.26,246925.21
1948,52,1899,2553,286497.64,242651.88
1948,53,1998,2674,280935.58,237584.23
1948,54,2078,2877.04,276050.13,232488.84
1948,55,2148,3102.76,272577.82,228595.13
1948,56,2289,3412.64,268194.89,226490.81
1948,57,2343,3672.7,260179.38,221677.46
1948,58,2691,3977.62,251488.43,213950.16
1948,59,2914,4200.02,247880.94,208377.9
1948,60,3094,4358,245974.22,203306.64
1948,61,3093,4603,240283,195580.48
1948,62,3599,5085,233372.72,188040.85
1948,63,3856,5465.16,226810.3,181313.94
1948,64,4116,5953.5,220983.78,174821.9
1948,65,4340,5861,217430.41,170036.03
1948,66,4371,5770,213556.77,166916.01
1948,67,5011,6373,204622.76,159699.59
1948,68,5301,6487,191639.56,147994.03
1948,69,5578,6830,181592,138013.16
1948,70,5921,6791,175512.47,131943.07
1948,71,6065,6716,167836.52,126200.74
1948,72,6688,7435,156966.81,118871.92
1948,73,6945,7471,144705.88,109813.62
1948,74,7220,7434,133868.3,100464.84
1948,75,7283,7091,125013.16,92136.72
1948,76,7238,6887,115027.82,82955.97
1948,77,7001,6813,101560.37,70858.46
1948,78,7238,6372,86863.07,58356.63
1948,79,6811,6016,75893.7,49368.67
1948,80,6571,5333,71505.08,43949.77
1948,81,6111,4825,61944.55,36997.46
1948,82,5934,4560,52822.44,30590.74
1948,83,5599,4156,44862.55,24915.29
1948,84,5397,3639,37646.56,19941.44
1948,85,4657,2973,30689.48,15491.15
1948,86,3999,2424,24534.7,11875.73
1948,87,3544,2115,19464.37,9014.21
1948,88,2957,1542,15167.21,6614.37
1948,89,2326,1167,11304.14,4604.78
1948,90,1865,845,8281.31,3158.26
1948,91,1496,670,6150.04,2180.97
1948,92,1178,422,4433.75,1448.18
1948,93,812,313,3050.57,959.63
1948,94,575,239,2014.2,604.75
1948,95,460,121,1332.9,365.19
1948,96,336,91,877.6,228.04
1948,97,220,56,555.58,132.17
1948,98,153,19,334.66,68.05
1948,99,91,17,184.07,34.64
1948,100,51,7,95.8,20.14
1948,101,18,7,51.84,11.07
1948,102,18,3,31.63,4.18
1948,103,12,2,17.13,1.99
1948,104,3,0,7.84,0.69
1948,105,0,0,4.19,0
1948,106,2,0,2.46,0
1948,107,2,0,0.72,0
1948,108,0,0,0,0
1948,109,0,0,0,0
1948,110+,0,0,0,0
1949,0,10028,13854,361628.36,381843.38
1949,1,898,1081,373398.98,395023.54
1949,2,571,640,396415.72,418260.68
1949,3,342,484,342658.27,358794.07
1949,4,254,371,333843.43,348173.31
1949,5,237,327,321330.88,334694.52
1949,6,203,270,308066.27,320402.95
1949,7,145,232,283467.22,294373.81
1949,8,144,203,268148.34,279346.68
1949,9,103,181,275411.06,289789.69
1949,10,138,164,280232.91,297821.55
1949,11,123,177,282487.73,300501.23
1949,12,113,159,277304.85,290975.49
1949,13,146,176,274463.11,279309.4
1949,14,163,227,272191.7,263794.42
1949,15,195,250,271443.03,247387.47
1949,16,217,313,275700.74,238514.56
1949,17,259,294,282196.8,241358.19
1949,18,303,295,284715.7,247194.75
1949,19,363,290,285441.29,262927.99
1949,20,364,350,288325.28,280610.37
1949,21,394,449.12,293545.25,292068.25
1949,22,442,565.02,301149.19,303169.19
1949,23,471,475.4,309790.38,310137.24
1949,24,482,530.22,318004.4,312594.4
1949,25,497,484,326948.76,317449.75
1949,26,504,498,339195.43,329232.01
1949,27,544,573,355117.72,346958.36
1949,28,591,634,364283.91,356951.48
1949,29,629,632,347091.17,339434.16
1949,30,486,495,306851.24,296981.1
1949,31,450,496,280955.27,271201.73
1949,32,514,524,288888.32,280253.43
1949,33,531,545,312017.33,304349.26
1949,34,635,620,332026.71,324368.79
1949,35,681,731,343239.6,336607.48
1949,36,660,778,345962.18,340453.45
1949,37,722,844,345196.95,338312.66
1949,38,795,851,345123.86,337104.78
1949,39,831,955,346635.05,339330.35
1949,40,880,1076,347523.49,340636.54
1949,41,847,1115,345366.75,338361.7
1949,42,966,1256,340444.68,333328.04
1949,43,1019,1319.84,335047.59,328022.43
1949,44,1105,1495.06,330610.16,323576.58
1949,45,1165,1623.68,326473.66,318806.37
1949,46,1211,1787.34,322196.09,313179
1949,47,1324,1890.78,319052.16,307701.12
1949,48,1521,2200,316581.33,298005.06
1949,49,1689,2364,311138.08,282467.14
1949,50,1678,2272,302856.93,267787.71
1949,51,1694,2293,295982.73,255754.45
1949,52,1962,2647,290966.23,248459.99
1949,53,1948,2908.64,285414.35,242331.21
1949,54,2238,3086.88,278840.63,235731.12
1949,55,2143,3188.64,273013.55,229449.49
1949,56,2475,3544.98,269086.77,225318.6
1949,57,2543,3785.22,264691.88,222893.3
1949,58,2864,4125.12,256982.87,217753.04
1949,59,3077,4593.56,248823.71,209663.02
1949,60,3173,4572,245641.08,203842.4
1949,61,3207,4816,243661.86,198643
1949,62,3833,5326.9,237322.71,190563.09
1949,63,4217,5945.94,229447.04,182616.06
1949,64,4402,6379.02,221869.01,175401.85
1949,65,4664,6292,215320.75,166913.86
1949,66,4992,6203,211566.69,162550.69
1949,67,5266,6831,207773.31,159799.64
1949,68,5913,7029,199003.2,153023.58
1949,69,6218,7292,186269.98,141897.91
1949,70,6653,7402,176370.34,132351.1
1949,71,6671,7205,170081.38,126240.82
1949,72,7673,8160,161808.62,119864.28
1949,73,8065,8332,150188.3,111679.36
1949,74,8270,8444,137297.17,101955.02
1949,75,8222,8142,125969.36,92242.31
1949,76,8491,7887,116724.68,83849.57
1949,77,7942,7407,106517.94,74805.86
1949,78,8303,7251,92890.87,62952.46
1949,79,8132,6897,78084.9,50810.65
1949,80,7739,6268,73281.81,45471.11
1949,81,7472,5487,64498.79,38451.31
1949,82,6744,5383,55387.1,31936.09
1949,83,6628,4716,46597.63,25887.79
1949,84,6168,4182,38902.76,20736.91
1949,85,5705,3671,32141.12,16305.72
1949,86,4966,2967,25853.19,12481.13
1949,87,4116,2429,20375.73,9393.35
1949,88,3585,1962,15921.9,7006.85
1949,89,2974,1540,12197.43,5058.09
1949,90,2425,1076,8891.58,3442.2
1949,91,1764,821,6404.82,2310.5
1949,92,1413,573,4682.41,1558.14
1949,93,1136,404,3299.41,1021.43
1949,94,754,267,2232.92,654.94
1949,95,522,187,1434.51,400.74
1949,96,397,107,906.59,239.96
1949,97,248,74,576.94,146.19
1949,98,199,53,351.05,82.18
1949,99,119,24,195.17,40.23
1949,100,57,10,104.38,20.19
1949,101,32,9,57.25,12
1949,102,20,5,30.07,5.23
1949,103,12,0,16.18,1.75
1949,104,8,3,8.59,0.73
1949,105,3,0,4.47,0
1949,106,1,0,2.71,0
1949,107,0,0,1.2,0
1949,108,0,0,0.24,0
1949,109,0,0,0,0
1949,110+,0,0,0,0
1950,0,8759,12058,339681.85,357952.57
1950,1,799,866,354938.8,373789.7
1950,2,454,585,372408.01,392427.51
1950,3,379,453,400192.02,419510.54
1950,4,248,303,347945.71,363888.63
1950,5,215,334,326649.37,341422.52
1950,6,176,266,321247.17,335890
1950,7,163,227,306841.76,320349.17
1950,8,129,217,284303.75,296139.7
1950,9,112,132,266292.75,277719.34
1950,10,107,147,274382.15,287305.49
1950,11,96,168,281568.91,295076.83
1950,12,127,141,283389.96,295420.99
1950,13,129,175,278005.84,286720.53
1950,14,108,172,274318.86,277321.31
1950,15,170,214,271347.37,266842.34
1950,16,177,249,270454.81,258404.12
1950,17,210,264,274539.05,255785.9
1950,18,241,316,282539.67,254753.66
1950,19,291,323,287829.88,250250.36
1950,20,299,367,292517.27,270874.75
1950,21,339,373,294659.31,283410.25
1950,22,314,403,298422.88,291259.38
1950,23,333,438,304044.9,301789.28
1950,24,367,487,312292.64,308373.76
1950,25,403,469,319140.9,314007.29
1950,26,426,535,325809.31,318941.94
1950,27,431,541,337302.34,329420.05
1950,28,508,556,352426.39,345030.22
1950,29,521,606,364676.7,357548.79
1950,30,589,692,351486.24,343650.24
1950,31,420,410,306969.75,298561.24
1950,32,432,454,273314.76,263811.33
1950,33,433,536,285487.71,276832.36
1950,34,502,587,313646.89,304840.07
1950,35,637,716,332113.42,322695.53
1950,36,668,709,345573.57,336606.7
1950,37,638,744,344582.83,335984.78
1950,38,709,835,344146.54,335760.32
1950,39,742,910,344107.29,337762.15
